fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,is_minority_owned,total_obligation
2024,13135,GA,Department of Defense,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,true,false,false,false,112579.49
2024,08041,CO,Department of Defense,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,true,true,false,false,3603524.7900000005
2024,28033,MS,Department of Defense,331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),true,false,false,false,492.0
2024,56021,WY,Department of the Interior,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,false,230366.0
2024,06095,CA,Department of Defense,332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",true,false,true,false,28475.94
2024,40071,OK,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,false,true,39526.79000000001
2024,12011,FL,Department of Defense,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,true,true,false,false,682783.3200000002
2024,12099,FL,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,false,true,false,66529.9
2024,53063,WA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,false,3750489.84
2024,06083,CA,Department of Defense,541330,ENGINEERING SERVICES,true,false,true,true,702765.95
2024,06053,CA,Department of Defense,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,false,162000.0
2024,27007,MN,Department of Health and Human Services,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,false,6857.0
2024,40041,OK,Department of Defense,336411,AIRCRAFT MANUFACTURING,true,false,false,false,227533.74000000002
2024,11001,DC,Department of Defense,238330,FLOORING CONTRACTORS,true,false,false,false,507066.04000000004
2024,02170,AK,Department of Health and Human Services,711320,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",true,false,false,true,213218.0
2024,42101,PA,Environmental Protection Agency,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,true,2234117.48
2024,06073,CA,Department of Defense,323111,COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),true,false,false,false,18125.0
2024,51710,VA,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,true,false,false,400429.22
2024,42017,PA,Department of Defense,444180,OTHER BUILDING MATERIAL DEALERS,true,false,false,true,88529.05
2024,46029,SD,Department of Defense,332710,MACHINE SHOPS,true,false,false,false,163889.8
2024,48167,TX,Department of Commerce,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,true,false,false,false,39018.41
2024,15003,HI,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,true,26548047.0
2024,13057,GA,Department of Defense,325520,ADHESIVE MANUFACTURING,true,true,true,true,121156.92000000001
2024,24033,MD,Department of Commerce,512110,MOTION PICTURE AND VIDEO PRODUCTION,true,false,false,true,6636624.4
2024,37081,NC,Department of Defense,333310,COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,true,false,true,false,253840.67
2024,04013,AZ,Department of Defense,333415,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,true,false,false,false,30476.58
2024,41067,OR,Department of Defense,321212,SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,true,false,false,false,2366404.3300000005
2024,18167,IN,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,903633.3400000001
2024,36005,NY,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,false,124149.12999999999
2024,51059,VA,Department of Homeland Security,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,false,19875184.35
2024,48029,TX,Department of Veterans Affairs,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,false,false,false,375364.69999999995
2024,06085,CA,National Aeronautics and Space Administration,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,true,false,false,1252220.76
2024,12087,FL,Department of Homeland Security,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,false,false,false,33510.0
2024,45053,SC,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,false,false,false,490196.7499999999
2024,51810,VA,Department of the Treasury,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,true,true,3022542.97
2024,41037,OR,Department of Agriculture,312111,SOFT DRINK MANUFACTURING,true,false,false,false,63676.6
2024,30049,MT,Department of the Interior,333912,AIR AND GAS COMPRESSOR MANUFACTURING,true,false,false,false,30107.9
2024,06023,CA,Department of Agriculture,532120,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",true,false,false,false,520971.1
2024,36061,NY,Department of Justice,311812,COMMERCIAL BAKERIES,true,true,false,false,162877.15000000002
2024,36057,NY,Department of Defense,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",true,false,true,false,14418.97
2024,06047,CA,Department of the Interior,112420,GOAT FARMING,true,true,false,false,67500.0
2024,51550,VA,Department of Defense,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,true,false,false,false,2907841.22
2024,26125,MI,Department of Veterans Affairs,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,true,false,356663.85000000003
2024,24031,MD,Department of the Interior,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,4531481.219999999
2024,51059,VA,Department of the Interior,325612,POLISH AND OTHER SANITATION GOOD MANUFACTURING,true,true,false,false,35428.56
2024,06089,CA,Department of the Interior,311119,OTHER ANIMAL FOOD MANUFACTURING,true,false,false,false,139000.0
2024,13127,GA,Department of Homeland Security,561210,FACILITIES SUPPORT SERVICES,true,false,true,false,732410.9099999999
2024,12095,FL,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,false,false,true,1272464.91
2024,36059,NY,Department of Defense,335312,MOTOR AND GENERATOR MANUFACTURING,true,false,false,false,3516288.4699999993
2024,36059,NY,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,true,false,false,3450373.0999999996
2024,12103,FL,Department of Defense,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,false,1350.0
2024,06073,CA,Department of Agriculture,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,true,false,1078715.69
2024,54037,WV,Department of the Treasury,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,false,3902408.01
2024,36047,NY,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,390302.09
2024,35039,NM,Department of the Interior,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,false,true,434321.15
2024,24005,MD,Department of Defense,333912,AIR AND GAS COMPRESSOR MANUFACTURING,true,false,false,false,256952.87
2024,42017,PA,Department of Defense,333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,true,true,false,false,595650.96
2024,18003,IN,Department of Defense,333618,OTHER ENGINE EQUIPMENT MANUFACTURING,true,false,false,false,415631.33
2024,12103,FL,Department of Defense,333991,POWER-DRIVEN HANDTOOL MANUFACTURING,true,false,false,false,100712.16
2024,12009,FL,Department of Defense,332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",true,false,true,false,8373697.530000001
2024,08001,CO,Department of Health and Human Services,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,false,false,337850.0
2024,06059,CA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,false,5546921.0
2024,48201,TX,Department of Veterans Affairs,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,false,331080.0
2024,24003,MD,Department of Defense,314999,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,true,false,false,true,33154.0
2024,11001,DC,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,59069973.22
2024,12081,FL,Department of Defense,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,true,false,false,false,94997.5
2024,12031,FL,Department of Defense,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,true,false,true,false,143003.6
2024,39165,OH,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,7917679.04
2024,13095,GA,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,true,40008.03
2024,36091,NY,Department of Defense,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,true,false,true,false,944279.2100000001
2024,39141,OH,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,true,false,87776.19
2024,11001,DC,Export-Import Bank of the United States,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,true,87430.51000000001
2024,42017,PA,Department of Defense,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,true,true,false,false,28571.590000000004
2024,24031,MD,Department of Commerce,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,false,34228595.98
2024,11001,DC,Department of Commerce,541910,MARKETING RESEARCH AND PUBLIC OPINION POLLING,true,false,false,false,407999.1
2024,51810,VA,Department of Defense,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,true,false,false,1432100.0
2024,42041,PA,Department of Defense,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,true,33755.62
2024,24021,MD,Department of Defense,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,true,false,false,false,116682.52
2024,34013,NJ,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,true,815853.78
2024,39113,OH,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,true,false,298071.82
2024,48201,TX,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,true,false,74376.05
2024,34027,NJ,Department of Defense,339930,"DOLL, TOY, AND GAME MANUFACTURING",true,false,false,false,38529.09
2024,12099,FL,Department of Defense,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,false,false,35856517.77
2024,09130,CT,Department of Defense,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,true,false,false,false,49846.38
2024,12033,FL,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,true,2600878.9
2024,30013,MT,Department of Defense,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,true,false,false,1263345.02
2024,48303,TX,Department of the Interior,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,false,1313393.73
2024,05081,AR,Department of Defense,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,true,false,false,1874275.8
2024,06065,CA,Department of Defense,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",true,false,false,false,593294.26
2024,41055,OR,Department of Defense,562910,REMEDIATION SERVICES,true,true,false,false,7284.0
2024,48029,TX,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,true,76434362.04
2024,06111,CA,Department of Defense,513210,SOFTWARE PUBLISHERS,true,false,true,false,449000.0
2024,02090,AK,Department of Defense,561210,FACILITIES SUPPORT SERVICES,true,false,false,true,34858661.75
2024,51550,VA,Department of Defense,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",true,true,false,false,2606878.1699999995
2024,08005,CO,Department of Defense,488991,PACKING AND CRATING,true,true,false,false,16052.51
2024,47081,TN,Department of Defense,333618,OTHER ENGINE EQUIPMENT MANUFACTURING,true,false,false,false,1647668.5500000003
2024,36065,NY,Department of Defense,332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,true,false,false,false,116069.67
2024,28059,MS,Department of Commerce,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,false,false,176515.97
2024,39113,OH,Department of Veterans Affairs,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,true,false,2935548.56
2024,06071,CA,Department of Defense,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,true,true,true,514589.01999999996
2024,08041,CO,Department of Defense,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,true,false,11170301.15
2024,24005,MD,Department of Health and Human Services,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,false,false,15374973.0
2024,06083,CA,Department of Defense,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,true,false,true,155202.26
2024,36103,NY,Department of Defense,332991,BALL AND ROLLER BEARING MANUFACTURING,true,false,true,false,270040.20999999996
2024,04005,AZ,Department of the Interior,561990,ALL OTHER SUPPORT SERVICES,true,false,false,false,134360.44
2024,48121,TX,Department of Homeland Security,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,true,false,false,false,229105.37
2024,40109,OK,Department of Transportation,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,true,false,false,false,2283390.76
2024,42063,PA,Department of Veterans Affairs,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,false,false,80750.98
2024,09170,CT,Department of Defense,335929,OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,true,false,false,false,31693.0
2024,41003,OR,Nuclear Regulatory Commission,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,false,450000.0
2024,42101,PA,Securities and Exchange Commission,524298,ALL OTHER INSURANCE RELATED ACTIVITIES,true,false,true,false,39937.0
2024,06115,CA,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,false,122727.94
2024,55139,WI,Department of Defense,333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,true,false,true,false,1686890.52
2024,51510,VA,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,true,false,false,479997.66
2024,56037,WY,Department of the Interior,562991,SEPTIC TANK AND RELATED SERVICES,true,false,true,false,20200.0
2024,27053,MN,Department of the Interior,541618,OTHER MANAGEMENT CONSULTING SERVICES,true,true,false,false,31396.56
2024,66010,GU,Department of Defense,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,false,1371511.96
2024,36047,NY,Department of Defense,332510,HARDWARE MANUFACTURING,true,true,false,false,1713651.0599999998
2024,02110,AK,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,108963.0
2024,34007,NJ,Department of Defense,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,true,false,false,false,629013.23
2024,12011,FL,Department of Justice,311314,CANE SUGAR MANUFACTURING,true,false,false,false,0.0
2024,55129,WI,Department of Defense,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",true,false,true,false,1696254.6199999999
2024,12011,FL,Department of Defense,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,true,true,false,true,62071.12
2024,12086,FL,Department of Defense,315240,"WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL MANUFACTURING",true,false,false,false,1900066.63
2024,06083,CA,Department of Commerce,336611,SHIP BUILDING AND REPAIRING,true,false,false,false,36925.0
2024,13135,GA,Department of Defense,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,true,false,false,false,221970.87
2024,48259,TX,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,false,7295045.0
2024,04005,AZ,Department of Agriculture,236210,INDUSTRIAL BUILDING CONSTRUCTION,true,false,false,true,4220490.0
2024,53017,WA,Department of Defense,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,false,false,5520613.5
2024,08059,CO,Department of the Interior,562111,SOLID WASTE COLLECTION,true,false,false,false,42540.0
2024,08059,CO,General Services Administration,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,false,false,false,496390.07999999996
2024,12031,FL,Department of Defense,562910,REMEDIATION SERVICES,true,true,false,true,0.0
2024,28047,MS,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,false,7611153.35
2024,24033,MD,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,true,false,10847881.07
2024,35045,NM,Department of Health and Human Services,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,true,139000.0
2024,55079,WI,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,true,true,true,1390975.78
2024,01121,AL,Department of Defense,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,true,false,false,false,436736.0
2024,12005,FL,Department of Defense,541330,ENGINEERING SERVICES,true,false,true,true,1983817.37
2024,51510,VA,Department of Defense,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,true,false,false,false,250323.56
2024,11001,DC,Department of Agriculture,561210,FACILITIES SUPPORT SERVICES,true,true,false,false,9828763.06
2024,42101,PA,Department of Defense,333923,"OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",true,false,false,false,1234075.52
2024,11001,DC,Department of Homeland Security,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,true,false,1636645.54
2024,06059,CA,Department of Defense,334310,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,true,false,false,true,380599.12
2024,17031,IL,Department of Defense,331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),true,false,false,false,4451.85
2024,11001,DC,Department of Veterans Affairs,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,true,false,54433846.11
2024,28059,MS,Department of Defense,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,true,false,false,false,82735.0
2024,39109,OH,Environmental Protection Agency,562910,REMEDIATION SERVICES,true,false,false,false,2211677.97
2024,48439,TX,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,true,false,true,436287.65
2024,12057,FL,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,true,17133201.47
2024,48181,TX,Department of Defense,325520,ADHESIVE MANUFACTURING,true,false,true,false,1086696.31
2024,04017,AZ,Department of the Interior,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,true,true,652741.3099999999
